stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
111614,111614,ON SW BLVD AT 31ST ST WESTBOUND,,39.072546,-94.607359,,,,,,0
390076,390076,ON 39TH AT STATE LINE WESTBOUND,,39.057401,-94.607172,,,,,,0
1420308,1420308,ON BARRY AT MARSTON WESTBOUND,,39.246456,-94.607146,,,,,,0
1231201,1231201,ON SW BLVD AT 31ST EASTBOUND,,39.07257,-94.607109,,,,,,0
540008,540008,ON WARD PKWY BETWEEN 85TH ST & 85TH TERR SB,,38.974246,-94.606906,,,,,,0
1750047,1750047,ON 75TH AT WYOMING WESTBOUND,,38.992984,-94.606781,,,,,,0
1562308,1562308,ON 103RD AT WATTS MILL EASTBOUND,,38.941952,-94.606656,,,,,,0
5100171,5100171,ON 89TH BETWEEN WARD PKWY AND STATE LINE WB,,38.967116,-94.606432,,,,,,0
390121,390121,ON 39TH AT BELL EASTBOUND,,39.057241,-94.606285,,,,,,0
512402,512402,ON WARD PKWY BETWEEN 85TH TERR & 86TH TERR SB,,38.972842,-94.606195,,,,,,0
5600096,5600096,ON CARONDELET AT BLDG A EASTBOUND,,38.935299,-94.605713,,,,,,0
571818,571818,ON W 135TH ST AT MADISON WESTBOUND FARSIDE,,38.881573,-94.605655,,,,,,0
5600131,5600131,ON CARONDELET AT BLDG A WESTBOUND,,38.935589,-94.605602,,,,,,0
5100168,5100168,ON WARD PKWY AT 87TH SOUTHBOUND,,38.970729,-94.605294,,,,,,0
1750061,1750061,ON WARD PKWY AT 89TH SOUTHBOUND,,38.967194,-94.606576,,,,,,0
5600091,5600091,ON 103RD AT 1120 W 103RD STREET WESTBOUND,,38.941919,-94.604143,,,,,,0
1200084,1200084,ON 12TH BTWN WYOMING & GENESSEE WESTBOUND,,39.100027,-94.60414,,,,,,0
1750076,1750076,ON 75TH AT WARD PKWY EASTBOUND,,38.992791,-94.603934,,,,,,0
1562309,1562309,ON 103RD AT MADISON WESTBOUND,,38.941806,-94.603928,,,,,,0
571731,571731,ON BLUE RIDGE AT INVERNESS DRIVE EASTBOUND FARSIDE,,38.890585,-94.603907,,,,,,0
9171,9171,ON 14TH AT GENESSEE ST EASTBOUND FARSIDE,,39.09786,-94.603751,,,,,,0
1200102,1200102,ON WYOMING AT 12TH NORTHBOUND,,39.100028,-94.603657,,,,,,0
390074,390074,ON 39TH AT WYOMING WESTBOUND,,39.057257,-94.603556,,,,,,0
1750045,1750045,ON 75TH AT WARD PKWY WESTBOUND,,38.992853,-94.603343,,,,,,0
123003,123003,ON SW BLVD AT 29TH ST NB,,39.075409,-94.603066,,,,,,0
123002,123002,ON SW BLVD AT 29TH ST SB,,39.07567,-94.602949,,,,,,0
1200103,1200103,ON 12TH STREET AT LIBERTY EASTBOUND,,39.100466,-94.602474,,,,,,0
390122,390122,ON 39TH BETWEEN TERRECE & MERCIER EB,,39.057102,-94.602108,,,,,,0
85172,85172,ON 85TH AT MADISON/BELLEVIEW WESTBOUND,,38.974513,-94.60162,,,,,,0
5600130,5600130,ON CARONDELET SHELTER SOUTHBOUND,,38.935638,-94.6016,,,,,,0
1562305,1562305,ON CARONDELET AT 621 NORTHBOUND,,38.935782,-94.60146,,,,,,0
85192,85192,ON 85TH AT MADISON EASTBOUND NEARSIDE,,38.974393,-94.601176,,,,,,0
1750043,1750043,ON 75TH AT MADISON WESTBOUND,,38.992758,-94.601028,,,,,,0
1750077,1750077,ON 75TH AT MADISON EASTBOUND,,38.992668,-94.600888,,,,,,0
571728,571728,ON W 135TH AT WASHINGTON/INVERNESS DR WESTBOUND,,38.883279,-94.600573,,,,,,0
5600134,5600134,ON 103RD AT 601 W 103RD STREET EASTBOUN,,38.941664,-94.600454,,,,,,0
11161,11161,ON SW BLVD AT 27TH NORTHBOUND NEARSIDE,,39.078742,-94.600055,,,,,,0
2220046,2220046,ON SOUTHWEST BLVD AT 27TH ST SOUTHBOUND,,39.078953,-94.600034,,,,,,0
390123,390123,ON 39TH AT ROANOKE EASTBOUND,,39.057025,-94.599955,,,,,,0
5600129,5600129,ON CARONDELET AT JEFFERSON WESTBOUND,,38.936927,-94.599726,,,,,,0
4700135,4700135,ON 39TH AT ROANOKE WESTBOUND,,39.05715,-94.599703,,,,,,0
1562306,1562306,ON CARONDELET AT JEFFERSON EASTBOUND,,38.936782,-94.59969,,,,,,0
540006,540006,ON 85TH ST AT SUMMIT WESTBOUND NEARSIDE,,38.974428,-94.599624,,,,,,0
540010,540010,ON 85TH ST AT SUMMIT EASTBOUND FARSIDE,,38.974318,-94.599554,,,,,,0
290132,290132,ON BARRY RD AT HICKORY EASTBOUND,,39.246267,-94.598509,,,,,,0
1420307,1420307,ON BARRY AT HICKORY WESTBOUND,,39.246613,-94.598204,,,,,,0
5600128,5600128,ON CARONDELET AT WASHINGTON WB,,38.936765,-94.597697,,,,,,0
5600135,5600135,ON 103RD AT 555 W 103RD STREET EASTBOUND,,38.941535,-94.597469,,,,,,0
1750078,1750078,ON 75TH AT JEFFERSON EASTBOUND,,38.992515,-94.597424,,,,,,0
5600089,5600089,ON 103RD AT 400 W 103RD ST WESTBOUND,,38.941621,-94.597344,,,,,,0
1750042,1750042,ON 75TH AT JEFFERSON WESTBOUND,,38.992609,-94.597268,,,,,,0
1562307,1562307,ON CARONDELET AT WORNALL EASTBOUND,,38.936646,-94.596996,,,,,,0
5610056,5610056,ON WORNALL AT 106TH SOUTHBOUND,,38.935816,-94.596993,,,,,,0
111601,111601,ON SW BLVD AT 25TH SOUTHBOUND,,39.082497,-94.596881,,,,,,0
5610011,5610011,ON WORNALL AT 106TH NORTHBOUND,,38.936097,-94.596836,,,,,,0
1420320,1420320,ON BARRY RD BETWEEN MERCIER AND THOMAS MEYER EB,,39.246232,-94.596825,,,,,,0
57172,57172,ON 135TH AT WORNALL WESTBOUND,,38.883023,-94.596766,,,,,,0
111602,111602,ON SOUTHWEST BLVD AT 25TH NORTHBOUND,,39.082461,-94.596746,,,,,,0
5600088,5600088,ON WORNALL AT 101ST TERRACE SOUTHBOUND,,38.944485,-94.596541,,,,,,0
5610057,5610057,ON WORNALL AT 107TH SOUTHBOUND FARSIDE,,38.934043,-94.596517,,,,,,0
5600138,5600138,ON WORNALL AT 100TH KINGSWOOD MANOR SOUTHBOUND,,38.946952,-94.596442,,,,,,0
5600137,5600137,ON WORNALL AT 101ST TERRACE NORTHBOUND,,38.944529,-94.59644,,,,,,0
5600085,5600085,ON WORNALL AT 99TH SOUTHBOUND,,38.948684,-94.596356,,,,,,0
5600139,5600139,ON WORNALL AT 100TH TERRACE NORTHBOUND,,38.946398,-94.596354,,,,,,0
5600140,5600140,ON WORNALL AT 10000 WORNALL KINGSWOOD MANOR NB,,38.947832,-94.596281,,,,,,0
5610010,5610010,ON WORNALL AT 107TH NORTHBOUND,,38.933873,-94.59628,,,,,,0
5600084,5600084,ON WORNALL AT 98TH SOUTHBOUND,,38.950745,-94.596204,,,,,,0
5600141,5600141,ON WORNALL AT 99TH NORTHBOUND,,38.948726,-94.596203,,,,,,0
1231202,1231202,ON 25TH ST AT BELLEVIEW WB,,39.0824,-94.596145,,,,,,0
1562310,1562310,ON WORNALL AT 97TH TER SOUTHBOUND,,38.951683,-94.596138,,,,,,0
5600142,5600142,ON WORNALL AT 98TH NB,,38.95056,-94.596069,,,,,,0
5600080,5600080,ON WORNALL AT BANNISTER SOUTHBOUND,,38.956269,-94.596058,,,,,,0
5600081,5600081,ON WORNALL AT 96TH TERR SB,,38.953528,-94.596007,,,,,,0
5600099,5600099,ON WORNALL AT BRIDLSPUR TERR SOUTHBOUND,,38.933046,-94.596001,,,,,,0
1562501,1562501,ON WORNALL AT 9450 WORNALL RD SOUTHBOUND,,38.957685,-94.59599,,,,,,0
5600143,5600143,ON WORNALL AT 97TH NORTHBOUND,,38.952348,-94.595965,,,,,,0
390069,390069,ON 39TH AT SUMMIT WESTBOUND,,39.056988,-94.595954,,,,,,0
5700134,5700134,ON WORNALL AT S  WARD PKWY SOUTHBOUND,,38.958987,-94.595871,,,,,,0
5600144,5600144,ON WORNALL AT 96TH TERRACE NORTHBOUND,,38.95359,-94.59587,,,,,,0
5610008,5610008,ON WORNALL AT BRIDLESPUR NORTHBOUND,,38.933145,-94.59587,,,,,,0
4700071,4700071,ON 39TH AT SUMMIT EASTBOUND,,39.056881,-94.595834,,,,,,0
5600145,5600145,ON WORNALL AT BANNISTER NORTHBOUND,,38.957497,-94.595643,,,,,,0
5600077,5600077,ON WORNALL AT 91ST SOUTHBOUND,,38.963354,-94.595632,,,,,,0
571727,571727,ON WORNALL AT 133RD ST SOUTHBOUND,,38.886693,-94.595587,,,,,,0
5600076,5600076,ON WORNALL AT 90TH SOUTHBOUND,,38.965404,-94.595555,,,,,,0
5600148,5600148,ON WORNALL AT 91ST NORTHBOUND,,38.963631,-94.59552,,,,,,0
1562502,1562502,ON WORNALL AT 108TH TER NORTHBOUND,,38.932373,-94.595506,,,,,,0
5600075,5600075,ON WORNALL AT 89TH SOUTHBOUND NEARSIDE,,38.966995,-94.595491,,,,,,0
5600149,5600149,ON WORNALL AT 90TH NORTHBOUND,,38.965264,-94.595456,,,,,,0
5600074,5600074,ON WORNALL AT 88TH SOUTHBOUND,,38.969123,-94.595409,,,,,,0
5600150,5600150,ON WORNALL AT 89TH NORTHBOUND NEARSIDE,,38.966835,-94.595361,,,,,,0
5610059,5610059,ON WORNALL AT 108TH TERR SOUTHBOUND,,38.931724,-94.59532,,,,,,0
5600073,5600073,ON WORNALL AT 87TH SOUTHBOUND,,38.971134,-94.59531,,,,,,0
571726,571726,ON WORNALL AT BLUE RIDGE BLVD SOUTHBOUND,,38.890309,-94.5953,,,,,,0
540001,540001,ON 85TH ST AT WORNALL WESTBOUND FARSIDE,,38.974287,-94.595285,,,,,,0
5600146,5600146,ON WORNALL AT WARD PARKWAY NORTHBOUND,,38.959329,-94.595281,,,,,,0
5600151,5600151,ON WORNALL AT 88TH NORTHBOUND,,38.969204,-94.595268,,,,,,0
540011,540011,ON 85TH ST AT WORNALL EASTBOUND NEARSIDE,,38.97407,-94.595267,,,,,,0
5600152,5600152,ON WORNALL AT SWEENEY NORTHBOUND,,38.97056,-94.595229,,,,,,0
5600071,5600071,ON WORNALL AT 85TH SOUTHBOUND NEARSIDE,,38.974311,-94.595168,,,,,,0
571732,571732,ON WORNALL AT BLUE RIDGE BLVD NORTHBOUND FARSIDE,,38.890329,-94.595161,,,,,,0
5600070,5600070,ON WORNALL AT 84TH TERR SOUTHBOUND,,38.975283,-94.595117,,,,,,0
5600078,5600078,ON WORNALL AT 91ST TERRACE SOUTHBOUND,,38.961868,-94.595102,,,,,,0
5600147,5600147,ON WORNALL AT 91ST TERRACE NORTHBOUND,,38.962159,-94.595095,,,,,,0
5600069,5600069,ON WORNALL AT 84TH SOUTHBOUND,,38.976089,-94.595085,,,,,,0
571725,571725,ON WORNALL AT WOODBRIDGE LANE SOUTHBOUND FARSIDE,,38.893785,-94.595052,,,,,,0
5600068,5600068,ON WORNALL AT 83RD TERRACE SOUTHBOUND,,38.976984,-94.595035,,,,,,0
5600154,5600154,ON WORNALL AT 85TH NORTHBOUND,,38.974049,-94.595025,,,,,,0
57181,57181,ON WORNALL AT 84TH TERR NORTHBOUND,,38.975413,-94.594968,,,,,,0
5600067,5600067,ON WORNALL AT 82ND SOUTHBOUND,,38.979368,-94.594927,,,,,,0
571733,571733,ON WORNALL AT WOODBRIDGE LANE NORTHBOUND,,38.893839,-94.594911,,,,,,0
5600157,5600157,ON WORNALL AT 83RD TERRACE NORTHBOUND,,38.97711,-94.59488,,,,,,0
5600158,5600158,ON WORNALL AT 82ND NORTHBOUND NEARSIDE,,38.979525,-94.59476,,,,,,0
571724,571724,ON WORNALL AT 125TH ST SOUTHBOUND,,38.898273,-94.594727,,,,,,0
5600065,5600065,ON WORNALL AT 80TH SOUTHBOUND NEARSIDE,,38.983126,-94.594722,,,,,,0
5600159,5600159,ON WORNALL AT 81ST NORTHBOUND NEARSIDE,,38.98125,-94.594667,,,,,,0
5600064,5600064,ON WORNALL AT 79TH SOUTHBOUND FARSIDE,,38.984842,-94.594641,,,,,,0
111613,111613,ON SW BLVD AT MADISON SOUTHBOUND,,39.084327,-94.594599,,,,,,0
5600160,5600160,ON WORNALL AT 80TH NORTHBOUND NEARSIDE,,38.983138,-94.594579,,,,,,0
571734,571734,ON WORNALL AT 126TH NORTHBOUND NEARSIDE,,38.898689,-94.594558,,,,,,0
5600063,5600063,ON WORNALL AT 78TH SOUTHBOUND,,38.986995,-94.594521,,,,,,0
5600161,5600161,ON WORNALL AT 79TH NORTHBOUND NEARSIDE,,38.984897,-94.594501,,,,,,0
5600062,5600062,ON WORNALL AT 77TH SOUTHBOUND NEARSIDE,,38.988799,-94.59443,,,,,,0
271601,271601,ON SW BLVD BETWEEN MADISON AND SUMMIT EASTBOUND,,39.084291,-94.594427,,,,,,0
5600162,5600162,ON WORNALL AT 78TH NORTHBOUND,,38.986854,-94.594422,,,,,,0
571723,571723,ON WORNALL AT 124TH ST SOUTHBOUND FARSIDE,,38.902573,-94.59442,,,,,,0
5600061,5600061,ON WORNALL BETWEEN 75TH AND 76TH SOUTHBOUND,,38.991811,-94.594372,,,,,,0
1420020,1420020,ON BARRY RD AT THOMAS MEYER WB,,39.246591,-94.594359,,,,,,0
5600163,5600163,ON WORNALL AT 77TH NORTHBOUND NEARSIDE,,38.988617,-94.594295,,,,,,0
571735,571735,ON WORNALL AT 124TH ST NORTHBOUND FARSIDE,,38.9031,-94.594237,,,,,,0
5600164,5600164,ON WORNALL BETWEEN 76TH AND 75TH NORTHBOUND,,38.991891,-94.594235,,,,,,0
5600058,5600058,ON WORNALL AT 73RD ST SB,,38.996108,-94.594145,,,,,,0
5610060,5610060,ON WORNALL AT 109TH ST SOUTHBOUND,,38.929365,-94.594104,,,,,,0
5600167,5600167,ON WORNALL AT 73RD TERRACE NB,,38.994966,-94.594087,,,,,,0
5600168,5600168,ON WORNALL AT 73RD NB,,38.995827,-94.594014,,,,,,0
5610007,5610007,ON WORNALL AT COUNTRY LANE NORTHBOUND,,38.929283,-94.593911,,,,,,0
5600169,5600169,ON WORNALL AT 72ND NB,,38.997689,-94.593889,,,,,,0
5600057,5600057,ON WORNALL AT GREGORY SOUTHBOUND,,39.00003,-94.593866,,,,,,0
56001,56001,ON BROADWAY AT 74TH TERR SB,W 74TH TER & WYANDOTTE ST,38.993205,-94.593063,,,,,,0
4700118,4700118,ON SUMMIT AT CESAR CHAVEZ SOUTHBOUND,,39.086009,-94.593855,,,,,,0
571722,571722,ON WORNALL AT SANTA FE TRAIL SOUTHBOUND,,38.910023,-94.593838,,,,,,0
2220026,2220026,ON 25TH AT SUMMIT WESTBOUND,,39.082342,-94.593789,,,,,,0
5600170,5600170,ON WORNALL AT GREGORY NB,,38.999508,-94.593784,,,,,,0
1750040,1750040,ON 75TH AT BROADWAY WESTBOUND,,38.992384,-94.593737,,,,,,0
111612,111612,ON SUMMIT AT WEST PENNWAY SOUTHBOUND NEARSIDE,,39.087816,-94.593726,,,,,,0
571736,571736,ON WORNALL AT SANTA FE NORTHBOUND NEARSIDE,,38.909781,-94.593718,,,,,,0
1750080,1750080,ON 75TH AT BROADWAY EB,,38.992282,-94.593703,,,,,,0
2220028,2220028,ON SUMMIT AT CESAR CHAVEZ NORTHBOUND,,39.085689,-94.593702,,,,,,0
5600056,5600056,ON WORNALL AT 70TH SB,,39.001945,-94.593698,,,,,,0
111611,111611,ON SUMMIT AT 20TH SOUTHBOUND NEARSIDE,,39.089501,-94.593635,,,,,,0
11162,11162,ON SUMMIT AT WEST PENNWAY NORTHBOUND NEARSIDE,,39.087494,-94.593606,,,,,,0
5600171,5600171,ON WORNALL AT 70TH NB,,39.001779,-94.593583,,,,,,0
57173,57173,ON WORNALL AT CENTRAL SOUTHBOUND - AVILA COLLEGE,,38.913426,-94.593579,,,,,,0
5600055,5600055,ON WORNALL AT 68TH TERRACE SB,,39.00485,-94.593526,,,,,,0
11163,11163,ON SUMMIT AT 20TH NORTHBOUND,,39.089315,-94.593507,,,,,,0
57174,57174,ON WORNALL AT CENTRAL NORTHBOUND - AVILA COLLEGE,,38.913024,-94.59347,,,,,,0
5610006,5610006,ON WORNALL AT 109TH TERR  NORTHBOUND,,38.928335,-94.593432,,,,,,0
270008,270008,ON SUMMIT AT 17TH ST SOUTHBOUND,,39.093168,-94.593425,,,,,,0
5600172,5600172,ON WORNALL AT 68TH TERRACE NB,,39.004687,-94.593407,,,,,,0
5600054,5600054,ON WORNALL AT 67TH TERRACE SB,,39.006764,-94.593399,,,,,,0
571721,571721,ON WORNALL AT MINOR DR SOUTHBOUND,,38.91622,-94.593359,,,,,,0
5600053,5600053,ON WORNALL AT 66TH TERRACE SB,,39.00827,-94.593326,,,,,,0
270006,270006,ON SUMMIT AT 17TH ST NB,,39.092955,-94.593304,,,,,,0
5610061,5610061,ON WORNALL AT 109TH TERR SOUTHBOUND,,38.92776,-94.593294,,,,,,0
5600173,5600173,ON WORNALL AT 67TH TERRACE NB,,39.006598,-94.593284,,,,,,0
5600052,5600052,ON WORNALL AT 65TH SB,,39.0101,-94.593245,,,,,,0
5600051,5600051,ON WORNALL AT MEYER SB,,39.012199,-94.593239,,,,,,0
571738,571738,ON WORNALL AT MINOR NORTHBOUND NEARSIDE,,38.916307,-94.593214,,,,,,0
5600174,5600174,ON WORNALL AT 66TH TERRACE NB,,39.008107,-94.593207,,,,,,0
390126,390126,ON 39TH AT PENNSYLVANIA EASTBOUND,,39.056771,-94.593194,,,,,,0
5600176,5600176,ON WORNALL AT MEYER NB,,39.012262,-94.593134,,,,,,0
390068,390068,ON 39TH AT PENNSYLVANIA WESTBOUND,,39.056875,-94.592943,,,,,,0
5100109,5100109,ON 25TH BETWEEN SUMMIT AND JEFFERSON EASTBOUND,,39.082209,-94.592896,,,,,,0
5610005,5610005,ON RED BRIDGE AT WORNALL WESTBOUND,,38.926466,-94.592519,,,,,,0
1200104,1200104,ON 12TH STREET AT JEFFERSON EASTBOUND,,39.10022,-94.592388,,,,,,0
1200083,1200083,ON 12TH AT JEFFERSON WESTBOUND,,39.100323,-94.592272,,,,,,0
511301,511301,ON 25TH ST AT JEFFERSON WB,,39.082288,-94.592252,,,,,,0
562305,562305,ON BROOKSIDE AT MEYER SB,,39.012568,-94.592221,,,,,,0
562307,562307,ON BROOKSIDE AT MEYER NB,,39.012565,-94.592119,,,,,,0
1200080,1200080,ON JEFFERSON AT 9TH NORTHBOUND,,39.103832,-94.592002,,,,,,0
1750081,1750081,ON 75TH AT WYANDOTTE EASTBOUND,,38.992196,-94.591989,,,,,,0
4700044,4700044,ON 47TH AT BROADWAY WESTBOUND FARSIDE,,39.042437,-94.591758,,,,,,0
1750039,1750039,ON 75TH AT WYANDOTTE WESTBOUND,,38.992301,-94.591748,,,,,,0
512401,512401,ON WEST PENNWAY AT 25TH SOUTHBOUND,,39.082361,-94.591715,,,,,,0
5600050,5600050,ON BROOKSIDE AT 63RD SB,,39.013924,-94.59162,,,,,,0
40171,40171,ON WEST PENNWAY AT PERSHING NORTHBOUND FARSIDE,,39.082631,-94.591551,,,,,,0
5600178,5600178,ON BROOKSIDE AT 63RD NB,,39.013937,-94.591503,,,,,,0
5610062,5610062,ON RED BRIDGE AT WALNUT EB,,38.926321,-94.591492,,,,,,0
1200082,1200082,ON PENNSYLVANIA AT 12TH SOUTHBOUND,,39.10032,-94.591243,,,,,,0
5710090,5710090,ON 63RD AT BROOKSIDE EASTBOUND,,39.013981,-94.591216,,,,,,0
1200121,1200121,ON PENNSYLVANIA AT 11TH SOUTHBOUND,,39.101182,-94.591196,,,,,,0
3100044,3100044,ON PENNSYLVANIA AT 32ND NORTHBOUND,,39.069717,-94.591181,,,,,,0
3101,3101,ON PENNSYLVANIA AT 31ST NB,,39.070699,-94.591126,,,,,,0
1200119,1200119,ON PENNSYLVANIA AT 9TH SOUTHBOUND,,39.103701,-94.591055,,,,,,0
1200077,1200077,ON 11TH AT PENNSYLVANIA WESTBOUND,,39.101134,-94.591012,,,,,,0
390080,390080,ON 39TH AT BROADWAY WESTBOUND,,39.056801,-94.59092,,,,,,0
390114,390114,ON 39TH AT BROADWAY EASTBOUND,,39.056693,-94.590887,,,,,,0
5600049,5600049,ON BROOKSIDE AT 62ND ST SB,,39.015624,-94.590862,,,,,,0
390081,390081,ON BROADWAY AT 39TH SOUTHBOUND,,39.056607,-94.590855,,,,,,0
5100122,5100122,ON BROADWAY AT WESTPORT SOUTHBOUND,,39.053494,-94.590763,,,,,,0
5600179,5600179,ON BROOKSIDE AT 62ND NB,,39.015848,-94.590632,,,,,,0
5100118,5100118,ON BROADWAY AT 37TH SOUTHBOUND,,39.060442,-94.590628,,,,,,0
540012,540012,ON 85TH ST AT MAIN EB,,38.973971,-94.590587,,,,,,0
5100117,5100117,ON BROADWAY AT VALENTINE SOUTHBOUND,,39.061366,-94.590569,,,,,,0
5700047,5700047,ON 47TH AT CENTRAL EASTBOUND FARSIDE,,39.042155,-94.590482,,,,,,0
5600105,5600105,ON RED BRIDGE AT GRAND EASTBOUND,,38.926255,-94.590468,,,,,,0
5100115,5100115,ON BROADWAY AT ARMOUR SOUTHBOUND,,39.064026,-94.590409,,,,,,0
5710129,5710129,ON 85TH AT MAIN WB,,38.974075,-94.590315,,,,,,0
5100113,5100113,ON BROADWAY AT LINWOOD SOUTHBOUND,,39.067598,-94.590215,,,,,,0
5610004,5610004,ON RED BRIDGE AT GRAND WESTBOUND,,38.926364,-94.590178,,,,,,0
5100112,5100112,ON BROADWAY AT 32ND SOUTHBOUND,,39.069452,-94.590097,,,,,,0
11164,11164,ON WASHINGTON AT 14TH NORTHBOUND,,39.097934,-94.59008,,,,,,0
3100999,3100999,ON BROADWAY BETWEEN 31ST AND 32ND SOUTHBOUND,,39.070445,-94.590053,,,,,,0
571720,571720,ON MINOR AT 115TH SOUTHBOUND,,38.919086,-94.590046,,,,,,0
1010200,1010200,ON 12TH AT WASHINGTON WESTBOUND,,39.100218,-94.589931,,,,,,0
571739,571739,ON MINOR AT 115TH NORTHBOUND,,38.918898,-94.589927,,,,,,0
5600048,5600048,ON BROOKSIDE AT 61ST SB,,39.017572,-94.589926,,,,,,0
1200076,1200076,ON 11TH AT WASHINGTON WESTBOUND NEARSIDE,,39.101107,-94.589885,,,,,,0
5600180,5600180,ON BROOKSIDE AT 61ST NB,,39.017598,-94.589777,,,,,,0
3100056,3100056,ON 31ST AT BROADWAY EASTBOUND FARSIDE,,39.071115,-94.589693,,,,,,0
57101,57101,ON 75TH AT MAIN EB,,38.992097,-94.589652,,,,,,0
1750038,1750038,ON 75TH AT MAIN WESTBOUND,,38.992192,-94.589444,,,,,,0
1550056,1550056,ON 47TH AT WYANDOTTE WESTBOUND NEARSIDE,,39.042347,-94.589156,,,,,,0
5100068,5100068,ON PERSHING AT BROADWAY EASTBOUND,,39.083307,-94.589114,,,,,,0
1200122,1200122,ON 12TH AT WASHINGTON EASTBOUND MIDBLOCK,,39.100072,-94.588686,,,,,,0
390128,390128,ON 39TH AT WYANDOTTE EASTBOUND,,39.056611,-94.588564,,,,,,0
512308,512308,ON PERSHING AT BROADWAY WESTBOUND NEARSIDE,,39.083467,-94.588509,,,,,,0
571719,571719,ON OAK AT MINOR SOUTHBOUND,,38.921645,-94.588498,,,,,,0
5700152,5700152,ON 63RD AT MAIN EASTBOUND,,39.013832,-94.588497,,,,,,0
51153,51153,ON BROADWAY AT 12TH ST SB,,39.100206,-94.588484,,,,,,0
5600047,5600047,ON BROOKSIDE AT 59TH SB,,39.020336,-94.58847,,,,,,0
5610001,5610001,ON OAK AT MINOR NORTHBOUND,,38.921687,-94.588374,,,,,,0
5100208,5100208,ON BROADWAY AT 43RD SOUTHBOUND,,39.049467,-94.588346,,,,,,0
571718,571718,ON OAK AT 112TH SOUTHBOUND FARSIDE,,38.92398,-94.588342,,,,,,0
390066,390066,ON 39TH AT WYANDOTTE WESTBOUND,,39.056712,-94.588327,,,,,,0
6300042,6300042,ON 63RD AT MAIN WESTBOUND,,39.013897,-94.588279,,,,,,0
1010133,1010133,ON BROADWAY AT 8TH SOUTHBOUND,,39.104747,-94.588277,,,,,,0
5600181,5600181,ON BROOKSIDE AT 59TH NB,,39.020292,-94.588213,,,,,,0
1562300,1562300,ON OAK AT 112TH NORTHBOUND,,38.924036,-94.588194,,,,,,0
571717,571717,ON OAK AT RED BRIDGE SOUTHBOUND FARSIDE,,38.925769,-94.588183,,,,,,0
556161,556161,ON W 47TH AT JC NICHOLS PARKWAY EASTBOUND NEARSIDE,,39.042088,-94.588148,,,,,,0
1060009,1060009,ON BROADWAY AT 8TH NORTHBOUND FARSIDE,,39.104803,-94.588136,,,,,,0
5610002,5610002,ON OAK AT RED BRIDGE NORTHBOUND,,38.925973,-94.58809,,,,,,0
58047,58047,ON JC NICHOLS PKWY BETWEEN WARD PKY AND 47TH NB,,39.041024,-94.588008,,,,,,0
540013,540013,ON 85TH ST AT OAK/ SLEEPY HOLLOW EASTBOUND,,38.973849,-94.58752,,,,,,0
25001,25001,ON 12TH BETWEEN BROADWAY AND CENTRAL EASTBOUND,,39.100027,-94.587482,,,,,,0
5700167,5700167,ON 75TH AT GRAND WESTBOUND NEARSIDE,,38.992097,-94.587431,,,,,,0
5600182,5600182,ON BROOKSIDE AT 58TH NB,,39.0217,-94.58743,,,,,,0
5710127,5710127,ON 85TH AT OAK / SLEEPY HOLLOW WESTBOUND,,38.973951,-94.587398,,,,,,0
5700199,5700199,ON 75TH AT GRAND EASTBOUND,,38.991986,-94.587357,,,,,,0
5600046,5600046,ON BROOKSIDE AT 58TH SB,,39.022426,-94.587184,,,,,,0
1010004,1010004,ON 11TH AT CENTRAL WESTBOUND,,39.100989,-94.586833,,,,,,0
5600036,5600036,ON MAIN AT 47TH SOUTHBOUND,US-56 E & BROOKSIDE BLVD,39.042096,-94.586907,,,,,,0
5600045,5600045,ON BROOKSIDE AT 57TH SB,,39.024072,-94.586428,,,,,,0
5600183,5600183,ON BROOKSIDE AT 57TH NB,,39.023901,-94.586363,,,,,,0
1730003,1730003,ON 12TH BETWEEN CENTRAL AND WYANDOTTE EASTBOUND,,39.099994,-94.586299,,,,,,0
4700041,4700041,ON CLEAVER II BLVD AT MAIN WESTBOUND,,39.042254,-94.586276,,,,,,0
2850084,2850084,ON 39TH AT MAIN NEARSIDE EASTBOUND,,39.056537,-94.586229,,,,,,0
5700153,5700153,ON 63RD AT MORNINGSIDE EASTBOUND,,39.013721,-94.586213,,,,,,0
5710027,5710027,ON 63RD AT MORNINGSIDE WESTBOUND,,39.013792,-94.585998,,,,,,0
390064,390064,ON 39TH AT MAIN WESTBOUND,,39.056635,-94.58599,,,,,,0
17301,17301,ON WYANDOTTE BETWEEN 11TH AND 12TH SOUTHBOUND,,39.100544,-94.585617,,,,,,0
5600044,5600044,ON BROOKSIDE AT 56TH SB,,39.025853,-94.585612,,,,,,0
5600184,5600184,ON BROOKSIDE AT 56TH NB,,39.02567,-94.585565,,,,,,0
3100040,3100040,ON 31ST AT MAIN WESTBOUND FARSIDE,,39.071085,-94.585482,,,,,,0
142001,142001,ON BARRY RD AT N BROADWAY EB,,39.246252,-94.585422,,,,,,0
1420306,1420306,ON BARRY RD AT N BROADWAY WESTBOUND,,39.246515,-94.585405,,,,,,0
23530,23530,ON ARMOUR AT MAIN EASTBOUND FARSIDE,,39.063721,-94.585366,,,,,,0
3100058,3100058,ON 31ST AT MAIN EASTBOUND,,39.070965,-94.585172,,,,,,0
1750084,1750084,ON 75TH AT OAK EASTBOUND,,38.991899,-94.585071,,,,,,0
